pin,address,billing_city,current_delq,prior_years,state_description,neighborhood,council_district,ward,tact,public_works_division,pli_division,police_zone,fire_zone,longitude,latitude
0001C00228000100,100 FORBES AVE,"PITTSBURGH, PA",0.03,1,Commercial,NA,,,,,,,,,
0001C01661000000,320 FORT DUQUESNE BLVD STE 300,"PITTSBURGH, PA",5527.4,3,Commercial,Central Business District,6,2,42003020100,6,2,2,1-3,-80.00694858,40.44212402
0001C01661A03800,320 FORT DUQUESNE BLVD,"BALTIMORE, MD",4795.5,11,Commercial,Central Business District,6,2,42003020100,6,2,2,1-3,-80.00675537,40.44211486
0001C01661B03800,320 FORT DUQUESNE BLVD STE 325,"PITTSBURGH, PA",2799.92,9,Commercial,Central Business District,6,2,42003020100,6,2,2,1-3,-80.00666365,40.44213684
0001C01661E03100,320 FORT DUQUESNE BLVD,"KIRKWOOD VOORH, NJ",2780.86,11,Commercial,Central Business District,6,2,42003020100,6,2,2,1-3,-80.00658219,40.44221003
0001C01662006800,320 FORT DUQUESNE BLVD UNIT 6-H,"PITTSBURGH, PA",2660.78,6,Residential,Central Business District,6,2,42003020100,6,2,2,1-3,-80.00715146,40.44227561
0001C01662019500,320 FORT DUQUESNE BLVD UNIT 19-E,"PITTSBURGH, PA",2191.9,3,Residential,Central Business District,6,2,42003020100,6,2,2,1-3,-80.00712176,40.44255277
0001C01662021800,320 FORT DUQUESNE BLVD UNIT 21-H,"PITTSBURGH, PA",1114.86,0,Residential,Central Business District,6,2,42003020100,6,2,2,1-3,-80.00708857,40.44258974
0001C01662022200,320 FORT DUQUESNE BLVD UNIT 22-B,"PITTSBURGH, PA",1486.68,0,Residential,Central Business District,6,2,42003020100,6,2,2,1-3,-80.00707695,40.44256369
0001C01662023500,320 FORT DUQUESNE BLVD UNIT 23-E,"PITTSBURGH, PA",2925.72,0,Residential,Central Business District,6,2,42003020100,6,2,2,1-3,-80.00698063,40.44234799
0001C01662025500,320 FORT DUQUESNE BLVD UNIT 25-E,"PITTSBURGH, PA",2925.72,1,Residential,Central Business District,6,2,42003020100,6,2,2,1-3,-80.00694628,40.44238587
0001C01662101100,320 FORT DUQUESNE BLVD UNIT 10-K,"PITTSBURGH, PA",3922.55,0,Residential,Central Business District,6,2,42003020100,6,2,2,1-3,-80.00681214,40.44219862
0001C01662101400,320 FORT DUQUESNE BLVD UNIT 10-N,"TARRYTOWN, NY",2613.14,1,Residential,Central Business District,6,2,42003020100,6,2,2,1-3,-80.00678849,40.44227326
0001C01662N02000,320 FORT DUQUESNE BLVD UNIT 20-N,"PITTSBURGH, PA",2065.74,8,Residential,Central Business District,6,2,42003020100,6,2,2,1-3,-80.00667568,40.44259902
0001D00117000000,502 LIBERTY AVE,"LOVELAND, OH",24301.5,0,Commercial,Central Business District,6,1,42003020100,6,1,2,1-3,-80.00335998,40.4413134
0001D00259C50900,301 5TH AVE UNIT 509,"EGG HARBOR TWP, NJ",4519.14,1,Residential,Central Business District,6,2,42003020100,6,2,2,1-4,-79.99933636,40.44109162
0001D00259C60700,301 5TH AVE UNIT 607,"PITTSBURGH, PA",5652.61,0,Residential,Central Business District,6,2,42003020100,6,2,2,1-3,-79.99996569,40.44102845
0001D00259C70300,301 5TH AVE UNIT 703,"PITTSBURGH, PA",4942.27,2,Residential,Central Business District,6,2,42003020100,6,2,2,1-4,-79.99970496,40.4407805
0001G00224040300,151 FORT PITT BLVD UNIT 403,"BRIDGEVILLE, PA",8963.93,1,Residential,Central Business District,6,1,42003020100,6,1,2,1-4,-80.00459313,40.4386538
0001G00224040500,151 FORT PITT BLVD UNIT 405,"PITTSBURGH, PA",6106.46,0,Residential,Central Business District,6,1,42003020100,6,1,2,1-4,-80.00452447,40.43862828
0001G00224100100,151 FORT PITT BLVD UNIT 1001,"PITTSBURGH, PA",7482.6,2,Residential,Central Business District,6,1,42003020100,6,1,2,1-4,-80.00478926,40.43850701
0001G00224100200,151 FORT PITT BLVD UNIT 1002,"PITTSBURGH, PA",5813.3,6,Residential,Central Business District,6,1,42003020100,6,1,2,1-4,-80.00474938,40.43849256
0001H00071000000,222 BLVD OF THE ALLIES,"COPPELL, TX",5718,0,Commercial,Central Business District,6,1,42003020100,6,1,2,1-4,-80.00298461,40.43857683
0001H00234000000,241 FORBES AVE,"PITTSBURGH, PA",594.67,2,Commercial,Central Business District,6,2,42003020100,6,2,2,1-4,-80.00099699,40.44023373
0001H00235000000,429 WOOD ST,"SCOTTSDALE, AZ",8681.84,2,Commercial,Central Business District,6,2,42003020100,6,2,2,1-4,-80.00095847,40.44028568
0001H00237000000,433 WOOD ST,"COPPELL, TX",4709.74,0,Commercial,Central Business District,6,2,42003020100,6,2,2,1-4,-80.00091858,40.4403527
0001H00240000000,439 WOOD ST,"COPPELL, TX",9712.98,0,Commercial,Central Business District,6,2,42003020100,6,2,2,1-4,-80.00081178,40.44050558
0001H00303000000,409 SMITHFIELD ST,"MURRYSVILLE, PA",2120.75,1,Commercial,Central Business District,6,1,42003020100,6,1,2,1-4,-79.999627,40.43898699
0001H00309000000,341 4TH AVE,"ELIZABETH, PA",30450.25,0,Commercial,Central Business District,6,1,42003020100,6,1,2,1-4,-79.99981091,40.43902466
0001H00327070400,306 4TH AVE UNIT 704,"PITTSBURGH, PA",667.1,0,Residential,Central Business District,6,1,42003020100,6,1,2,1-4,-80.00118918,40.43919937
0001H00327090100,306 4TH AVE UNIT 901,"SEWICKLEY, PA",4375.82,0,Residential,Central Business District,6,1,42003020100,6,1,2,1-4,-80.00114905,40.43916252
0001H00327100200,306 4TH AVE UNIT 1002,"PITTSBURGH, PA",3758.39,0,Residential,Central Business District,6,1,42003020100,6,1,2,1-4,-80.00116031,40.43914534
0001H00327120100,306 4TH AVE UNIT 1201,"HENDERSON, NV",4694.13,0,Residential,Central Business District,6,1,42003020100,6,1,2,1-4,-80.00112018,40.43910849
0001J00010000000,115 OLYMPIA ST,"PITTSBURGH, PA",2055.95,0,Residential,Mount Washington,2,19,42003190300,5,19,3,4-1,-80.01618244,40.43621864
0001J00024000000,817 GRANDVIEW AVE,"SAINT CLAIRSVI, OH",59.17,1,Residential,Mount Washington,2,19,42003190300,5,19,3,4-1,-80.01536366,40.43596076
0001J00062002100,812 GRANDVIEW AVE UNIT 2A,"PITTSBURGH, PA",8848.62,0,Residential,Mount Washington,2,19,42003190300,5,19,3,4-1,-80.01490562,40.43637357
0001J00092000000,794 W STATION SQUARE DR,"CONNELLSVILLE, PA",61424.67,1,Commercial,South Shore,2,19,42003980700,5,19,3,4-2,-80.01127671,40.43703853
0001K00072000000,510 W STATION SQUARE DR,"CONNELLSVILLE, PA",85583.21,2,Commercial,South Shore,2,19,42003980700,5,19,3,4-2,-80.00960815,40.43616138
0001L00007000000,211 FORT PITT BLVD,"GREENSBURG, PA",4567.08,0,Commercial,Central Business District,6,1,42003020100,6,1,2,1-4,-80.00384339,40.43803727
0001M00007000000,239 FORT PITT BLVD,"COLUMBUS, OH",9758.72,1,Commercial,Central Business District,6,1,42003020100,6,1,2,1-4,-80.0030542,40.43777367
0001M00010000000,7 WOOD ST,"ELIZABETH, PA",51383.86,0,Commercial,Central Business District,6,1,42003020100,6,1,2,1-4,-80.0027267,40.43761925
0001M00052000000,432 1ST AVE,"PITTSBURGH, PA",17696.88,4,Commercial,Central Business District,6,1,42003020100,6,1,2,1-4,-79.99986861,40.43678461
0001M00122000000,111 SMITHFIELD ST,"CARNEGIE, PA",6671,1,Commercial,Central Business District,6,1,42003020100,6,1,2,1-4,-80.00057028,40.43765199
0001N00006000000,136 LABELLE ST,"PITTSBURGH, PA",1053.39,0,Residential,Mount Washington,2,19,42003190300,5,19,3,4-1,-80.01609815,40.43534476
0001N00007000000,140 LABELLE ST,"PITTSBURGH, PA",315.13,0,Residential,Mount Washington,2,19,42003190300,5,19,3,4-1,-80.01611935,40.43524819
0001N00049000000,127 LABELLE ST,"PITTSBURGH, PA",1923.17,6,Residential,Mount Washington,2,19,42003190300,5,19,3,4-1,-80.01553589,40.43548775
0001N00052000000,121 LABELLE ST,"COPPELL, TX",622.91,1,Residential,Mount Washington,2,19,42003190300,5,19,3,4-1,-80.01547714,40.43567959
0001N00064000000,126 BIGHAM ST,"PITTSBURGH, PA",1702.07,0,Residential,Mount Washington,2,19,42003190300,5,19,3,4-1,-80.01508541,40.43511339
0001N00095000000,237 BIGHAM ST,"PITTSBURGH, PA",1749.73,13,Residential,Mount Washington,2,19,42003190300,5,19,3,4-1,-80.01488494,40.43327605
0001N00112000300,145 BIGHAM ST,"PITTSBURGH, PA",895.82,11,Residential,Mount Washington,2,19,42003190300,5,19,3,4-1,-80.01463601,40.43447034
0001N00117000000,135 BIGHAM ST,"PITTSBURGH, PA",2123.3,2,Residential,Mount Washington,2,19,42003190300,5,19,3,4-1,-80.01459001,40.43471132
0001N00149000100,0 AMABELL ST,"NEWARK, NJ",129.61,0,Residential,Mount Washington,2,19,42003190300,5,19,3,4-1,-80.01423362,40.43465723
0001N00166000000,168 AMABELL ST,"PALM BAY, FL",26.76,0,Residential,Mount Washington,2,19,42003190300,5,19,3,4-1,-80.01443978,40.43358262
0001N00172000000,175 AMABELL ST,"PITTSBURGH, PA",933.6,2,Residential,Mount Washington,2,19,42003190300,5,19,3,4-1,-80.01399391,40.43338691
0001N00175000000,169 AMABELL ST,"PITTSBURGH, PA",508.26,0,Residential,Mount Washington,2,19,42003190300,5,19,3,4-1,-80.01395704,40.43357634
0001N00180000000,0 AMABELL ST,"PITTSBURGH, PA",489.85,5,Residential,Mount Washington,2,19,42003190300,5,19,3,4-1,-80.01387362,40.43395924
0001N00182000000,0 AMABELL ST,"PITTSBURGH, PA",74.34,9,Residential,Mount Washington,2,19,42003190300,5,19,3,4-1,-80.01386775,40.43404721
0001N00237000000,152 MERRIMAC ST,"PITTSBURGH, PA",678,0,Residential,Mount Washington,2,19,42003190300,5,19,3,4-1,-80.0135336,40.43384277
0001N00272000000,525 GRANDVIEW AVE,"PITTSBURGH, PA",6890.2,0,Residential,Mount Washington,2,19,42003190300,5,19,3,4-1,-80.0128037,40.43511852
0001N00279000000,515 GRANDVIEW AVE,"CONWAY, PA",7031.24,2,Residential,Mount Washington,2,19,42003190300,5,19,3,4-27,-80.01236682,40.43492878
0002A00047000000,633 SMITHFIELD ST,"PITTSBURGH, PA",2725.58,1,Commercial,Central Business District,6,2,42003020100,6,2,2,1-3,-79.99730956,40.44240506
0002A00172000000,628 SMITHFIELD ST,"PITTSBURGH, PA",1930.8,0,Commercial,Central Business District,6,2,42003020100,6,2,2,1-3,-79.99680539,40.44206186
0002A00175000000,628 SMITHFIELD ST,"PITTSBURGH, PA",6032.51,0,Commercial,Central Business District,6,2,42003020100,6,2,2,1-3,-79.99695129,40.44213403
0002D00005000002,515 HELDMAN ST,"PITTSBURGH, PA",1730.09,2,Residential,Crawford-Roberts,6,3,42003030500,3,3,2,2-1,-79.98303487,40.44283015
0002D00042000000,522 ARTHUR ST,"PITTSBURGH, PA",1654.45,1,Residential,Crawford-Roberts,6,3,42003030500,3,3,2,2-1,-79.98415898,40.44269823
0002D00083000000,515 ARTHUR ST,"PITTSBURGH, PA",3062.59,6,Residential,Crawford-Roberts,6,3,42003030500,3,3,2,2-1,-79.98429014,40.44220904
0002D00372000000,335 MILLER ST,"PITTSBURGH, PA",7528.7,1,Commercial,Crawford-Roberts,6,3,42003030500,3,3,2,2-1,-79.98357771,40.44065303
0002D00390000000,328 MILLER ST,"PITTSBURGH, PA",9530.02,0,Commercial,Crawford-Roberts,6,3,42003030500,3,3,2,2-1,-79.98286487,40.4406896
0002D00412000000,516 ROBERTS ST,"PITTSBURGH, PA",1953.3,5,Residential,Crawford-Roberts,6,3,42003030500,3,3,2,2-1,-79.98333755,40.44270406
0002F00175002500,112 WASHINGTON PL,"PITTSBURGH, PA",78.38,1,Residential,Central Business District,6,2,42003020100,6,2,2,2-4,-79.99288823,40.4394396
0002F00175002700,112 WASHINGTON PL,"WASHINGTON, DC",2005.11,0,Residential,Central Business District,6,2,42003020100,6,2,2,2-4,-79.99281643,40.4394375
0002F00175004500,112 WASHINGTON PL UNIT 4-E,"PITTSBURGH, PA",1296.08,1,Residential,Central Business District,6,2,42003020100,6,2,2,2-4,-79.99292578,40.43940774
0002F00175010500,112 WASHINGTON PL,"PITTSBURGH, PA",1200.78,0,Residential,Central Business District,6,2,42003020100,6,2,2,2-4,-79.99278631,40.43932124
0002F00175014400,112 WASHINGTON PL,"WEXFORD, PA",2186.19,0,Residential,Central Business District,6,2,42003020100,6,2,2,2-4,-79.99296829,40.43927713
0002F00175016100,112 WASHINGTON PL,"PITTSBURGH, PA",2401.2,0,Residential,Central Business District,6,2,42003020100,6,2,2,2-4,-79.99282552,40.43925646
0002F00320000000,820 5TH AVE,"MIAMI, FL",4574.42,0,Commercial,Bluff,6,1,42003010300,6,1,2,2-4,-79.99193848,40.43859968
0002G00010000000,1018 5TH AVE,"PITTSBURGH, PA",2960.66,1,Commercial,Bluff,6,1,42003010300,3,1,2,2-4,-79.99021404,40.43852269
0002G00024000000,1106 5TH AVE,"PITTSBURGH, PA",12579.62,1,Commercial,Bluff,6,1,42003010300,3,1,2,2-4,-79.9890137,40.43846818
0002G00051000000,1334 5TH AVE,"MURRYSVILLE, PA",5083.31,2,Commercial,Bluff,6,1,42003010300,3,1,2,2-4,-79.98697897,40.43836979
0002G00322000000,0 WASHINGTON PL,"PITTSBURGH, PA",59.1,0,Commercial,Central Business District,6,3,42003020100,6,3,2,2-4,-79.99044646,40.4397383
0002H00009000000,1400 5TH AVE,"PITTSBURGH, PA",5548.38,0,Commercial,Bluff,6,1,42003010300,3,1,2,2-4,-79.9863063,40.43835934
0002H00022000000,1450 5TH AVE,"MARS, PA",11660.91,1,Commercial,Bluff,6,1,42003010300,3,1,2,2-4,-79.98531817,40.43836966
0002H00035000A00,6 MARION ST,"PITTSBURGH, PA",1715.42,1,Commercial,Bluff,6,1,42003010300,3,1,2,2-4,-79.98427923,40.43817553
0002H00074000000,1501 5TH AVE,"PITTSBURGH, PA",953,0,Commercial,Crawford-Roberts,6,3,42003030500,3,3,2,2-4,-79.98485948,40.43873907
0002H00078000000,1509 5TH AVE,"PITTSBURGH, PA",2405.37,0,Commercial,Crawford-Roberts,6,3,42003030500,3,3,2,2-4,-79.98462091,40.43873094
0002H00131000200,1536 COLWELL ST UNIT 2,"MC KEES ROCKS, PA",3087.36,2,Residential,Crawford-Roberts,6,3,42003030500,3,3,2,2-1,-79.98419901,40.43907693
0002H00131000600,1536 COLWELL ST UNIT 6,"COPPELL, TX",3897.78,0,Residential,Crawford-Roberts,6,3,42003030500,3,3,2,2-1,-79.98420843,40.43894907
0002H00255000100,1509 COLWELL ST,"PITTSBURGH, PA",527.83,0,Residential,Crawford-Roberts,6,3,42003030500,3,3,2,2-1,-79.98444267,40.43939777
0002H00256000000,1511 COLWELL ST,"PITTSBURGH, PA",1183.22,0,Residential,Crawford-Roberts,6,3,42003030500,3,3,2,2-1,-79.98436987,40.43933673
0002H00257000000,1515 COLWELL ST,"PITTSBURGH, PA",720.47,13,Residential,Crawford-Roberts,6,3,42003030500,3,3,2,2-1,-79.98421309,40.43929805
0002J00146000000,514 3RD AVE,"PITTSBURGH, PA",1143.62,1,Commercial,Central Business District,6,1,42003020100,6,1,2,1-4,-79.9976233,40.43718537
0002J00148000000,514 3RD AVE,"PITTSBURGH, PA",1143.62,1,Commercial,Central Business District,6,1,42003020100,6,1,2,1-4,-79.99754325,40.43715872
0002J00150000000,514 3RD AVE,"PITTSBURGH, PA",1143.62,1,Commercial,Central Business District,6,1,42003020100,6,1,2,1-4,-79.9974675,40.43712504
0002J00177000000,430 BLVD OF THE ALLIES,"ALLISON PARK, PA",9495.69,0,Commercial,Central Business District,6,1,42003020100,6,1,2,1-4,-79.99918699,40.43716233
0002M00196000000,1 MARION ST,"CLEVELAND, OH",150.23,1,Residential,Bluff,6,1,42003010300,3,1,2,2-4,-79.98397638,40.43799918
0002M00197000000,3 MARION ST,"CLEVELAND, OH",367.87,1,Residential,Bluff,6,1,42003010300,3,1,2,2-4,-79.98397866,40.43796597
0002P00109000000,0 MUNICIPAL COURTS DR,"PITTSBURGH, PA",266.84,0,Gov't Owned,NA,,,,,,,,,
0002P00120000000,700 2ND AVE,"PITTSBURGH, PA",2735.12,0,Other,Bluff,6,1,42003010300,6,1,2,2-4,-79.99439514,40.43525611
0003E00014000000,322 ARLINGTON AVE,"PITTSBURGH, PA",190.6,6,Residential,Mount Washington,3,18,42003191400,5,18,3,4-5,-79.9978174,40.42860595
0003F00050000000,539 E CARSON ST,"PITTSBURGH, PA",2935.26,1,Residential,South Side Flats,3,17,42003170200,3,17,3,4-2,-79.99373569,40.42879296
0003F00051000000,535 E CARSON ST,"PITTSBURGH, PA",1715.4,1,Commercial,South Side Flats,3,17,42003170200,3,17,3,4-2,-79.99381883,40.4288031
0003F00055000000,525 E CARSON ST,"PITTSBURGH, PA",1861.81,0,Residential,South Side Flats,3,17,42003170200,3,17,3,4-2,-79.9941203,40.4288245
0003G00115000000,1016 BINGHAM ST,"PITTSBURGH, PA",2557.85,0,Residential,South Side Flats,3,17,42003170200,3,17,3,4-24,-79.98796248,40.42917398
0003G00116000000,1018 BINGHAM ST,"PITTSBURGH, PA",1966.99,0,Residential,South Side Flats,3,17,42003170200,3,17,3,4-24,-79.98791069,40.42917764
0003G00117000000,1020 BINGHAM ST,"PITTSBURGH, PA",1984.16,1,Residential,South Side Flats,3,17,42003170200,3,17,3,4-24,-79.98786094,40.42917216
0003G00134000000,1021 E CARSON ST,"PITTSBURGH, PA",3621.42,0,Commercial,South Side Flats,3,17,42003170200,3,17,3,4-24,-79.98766876,40.42885627
0003G00154000000,0 BINGHAM ST,"ELIZABETH, PA",17.16,8,Residential,South Side Flats,3,17,42003170200,3,17,3,4-24,-79.98716265,40.42959041
0003H00012000000,1122 E CARSON ST,"FREEDOM, PA",2664.22,2,Commercial,South Side Flats,3,17,42003170200,3,17,3,4-24,-79.98654693,40.42859805
0003H00021000000,1210 E CARSON ST,"PITTSBURGH, PA",6495.67,0,Commercial,South Side Flats,3,17,42003170200,3,17,3,4-24,-79.985929,40.42857631
0003H00033000000,1304 E CARSON ST,"PITTSBURGH, PA",1683.62,0,Commercial,South Side Flats,3,17,42003170200,3,17,3,4-24,-79.98501585,40.42859118
0003H00034000000,1306 E CARSON ST,"PITTSBURGH, PA",4288.5,1,Commercial,South Side Flats,3,17,42003170200,3,17,3,4-24,-79.9849402,40.4285893
0003H00059000000,1412 E CARSON ST,"MURRYSVILLE, PA",1386.16,0,Commercial,South Side Flats,3,17,42003170200,3,17,3,4-24,-79.98361448,40.42865318
0003H00062000000,80 S 15TH ST,"MURRYSVILLE, PA",4385.71,0,Commercial,South Side Flats,3,17,42003170200,3,17,3,4-24,-79.98357583,40.42854168
0003H00074000000,1506 E CARSON ST,"CARNEGIE, PA",6000,0,Commercial,South Side Flats,3,17,42003170200,3,17,3,4-24,-79.98311851,40.42867782
0003H00087000000,1511 E CARSON ST,"PITTSBURGH, PA",6404.18,0,Commercial,South Side Flats,3,17,42003170200,3,17,3,4-24,-79.98293967,40.42899328
0003H00119000000,1409 E CARSON ST,"PITTSBURGH, PA",3000,0,Commercial,South Side Flats,3,17,42003170200,3,17,3,4-24,-79.98372839,40.42896364
0003H00176000000,1212 BINGHAM ST,"PITTSBURGH, PA",2782.42,1,Residential,South Side Flats,3,17,42003170200,3,17,3,4-24,-79.98556713,40.42925246
0003H00243000000,1226 MURIEL ST,"PITTSBURGH, PA",1533.98,3,Residential,South Side Flats,3,17,42003170200,3,17,3,4-24,-79.98550113,40.42995142
0003H00245000000,36 S 13TH ST,"PITTSBURGH, PA",3388.88,0,Residential,South Side Flats,3,17,42003170200,3,17,3,4-24,-79.98558186,40.42981864
0003H00292000000,3 S 14TH ST,"PITTSBURGH, PA",1139.79,0,Residential,South Side Flats,3,17,42003170200,3,17,3,4-24,-79.98398973,40.42998223
0003H00320000000,47 S 15TH ST,"CLEVELAND, OH",543.54,0,Residential,South Side Flats,3,17,42003170200,3,17,3,4-24,-79.98316842,40.42977745
0003H00322000000,41 S 15TH ST,"PITTSBURGH, PA",72.43,0,Commercial,South Side Flats,3,17,42003170200,3,17,3,4-24,-79.98316361,40.42994389
0003H00361000000,0 S 13TH ST,",",3.81,16,Residential,South Side Flats,3,17,42003170200,3,17,3,4-24,-79.98560183,40.43041041
0003J00135000000,0 BAILEY AVE,"PITTSBURGH, PA",36.22,20,Residential,Mount Washington,3,18,42003180700,5,18,3,4-5,-79.99872506,40.4263603
0003K00035000000,55 ROANOKE ST,"PITTSBURGH, PA",1505.74,3,Residential,Allentown,3,18,42003180300,5,18,3,4-5,-79.99420698,40.42627534
0003K00036000000,0 ROANOKE ST,"PITTSBURGH, PA",173.46,2,Residential,Allentown,3,18,42003180300,5,18,3,4-5,-79.99414194,40.42621658
0003K00044000000,626 ARLINGTON AVE,"PITTSBURGH, PA",2098.52,4,Residential,Allentown,3,18,42003180300,5,18,3,4-5,-79.99379489,40.42631899
0003K00046000000,628 ARLINGTON AVE,"PITTSBURGH, PA",2100.41,3,Residential,Allentown,3,18,42003180300,5,18,3,4-5,-79.99370609,40.42627559
0003K00048000000,0 ROANOKE ST,"PITTSBURGH, PA",28.6,2,Residential,Allentown,3,18,42003180300,5,18,3,4-5,-79.99362565,40.42623121
0003K00049000000,634 ARLINGTON AVE,"PITTSBURGH, PA",3379.35,3,Residential,Allentown,3,18,42003180300,5,18,3,4-5,-79.99352391,40.42620476
0003K00050000000,638 ARLINGTON AVE,"PITTSBURGH, PA",859.62,3,Residential,Allentown,3,18,42003180300,5,18,3,4-5,-79.99337666,40.42616613
0003K00052000000,0 ARLINGTON AVE,"PITTSBURGH, PA",36.22,3,Residential,Allentown,3,18,42003180300,5,18,3,4-5,-79.99317453,40.42612824
0003K00054000000,0 ARLINGTON AVE,"PITTSBURGH, PA",34.31,2,Residential,Allentown,3,18,42003180300,5,18,3,4-5,-79.99299201,40.42613667
0003K00057000000,652 ARLINGTON AVE,"PITTSBURGH, PA",1199.81,4,Residential,Allentown,3,18,42003180300,5,18,3,4-5,-79.99278782,40.42614161
0003K00071000000,0 ARLINGTON AVE,"POMPANO BEACH, FL",621.36,1,Residential,Allentown,3,18,42003180300,5,18,3,4-5,-79.9921625,40.42593417
0003K00161000100,46 WINDOM HILL PL UNIT 1,"PITTSBURGH, PA",11399.44,0,Residential,South Side Slopes,3,17,42003170600,3,17,3,4-2,-79.99422937,40.42759754
0003K00164000000,618 WINDOM ST,"PITTSBURGH, PA",88.1,0,Residential,South Side Slopes,3,17,42003170600,3,17,3,4-2,-79.99324015,40.42711656
0003L00005000000,0 NEWTON ST,"PITTSBURGH, PA",19.06,20,Residential,South Side Slopes,3,17,42003170600,3,17,3,4-5,-79.99100714,40.4261294
0003L00007000000,816 NEWTON ST,"PITTSBURGH, PA",876.78,16,Residential,South Side Slopes,3,17,42003170600,3,17,3,4-5,-79.99090598,40.42609588
0003L00008000000,818 NEWTON ST,"PITTSBURGH, PA",1423.79,20,Residential,South Side Slopes,3,17,42003170600,3,17,3,4-5,-79.9908408,40.42607264
0003L00009000000,820 NEWTON ST,"SACRAMENTO, CA",571.82,0,Residential,South Side Slopes,3,17,42003170600,3,17,3,4-5,-79.9907765,40.42605413
0003L00010000000,0 NEWTON ST,"SACRAMENTO, CA",70.53,0,Residential,South Side Slopes,3,17,42003170600,3,17,3,4-5,-79.99071061,40.42603084
0003L00064000000,125 S 11TH ST,"PITTSBURGH, PA",2286.84,0,Residential,South Side Flats,3,17,42003170200,3,17,3,4-24,-79.98729865,40.42669271
0003L00096000000,1107 SARAH ST,"PITTSBURGH, PA",1772.58,14,Residential,South Side Flats,3,17,42003170200,3,17,3,4-24,-79.98718832,40.42785157
0003L00098000000,1103 SARAH ST,"PITTSBURGH, PA",2096.62,0,Residential,South Side Flats,3,17,42003170200,3,17,3,4-24,-79.9873418,40.42784782
0003L00122000000,86 S 11TH ST,"CARNEGIE, PA",4189.39,2,Commercial,South Side Flats,3,17,42003170200,3,17,3,4-24,-79.98773343,40.4279291
0003L00142000000,106 S 11TH ST,"HOMESTEAD, PA",3049.6,0,Residential,South Side Flats,3,17,42003170200,3,17,3,4-24,-79.98770309,40.4272827
0003L00146000000,1008 SARAH ST,"PITTSBURGH, PA",42.12,0,Residential,South Side Flats,3,17,42003170200,3,17,3,4-24,-79.98805883,40.42752649
0003L00189000000,1000 BRADISH ST,"PITTSBURGH, PA",3796.75,5,Commercial,South Side Flats,3,17,42003170200,3,17,3,4-24,-79.98835226,40.42701203
0003L00193000000,0 S 10TH ST,"PITTSBURGH, PA",3.81,11,Residential,South Side Flats,3,17,42003170200,3,17,3,4-24,-79.98861705,40.42654729
0003L00200000000,106 S 10TH ST,"POMONA, CA",2498.77,0,Residential,South Side Flats,3,17,42003170200,3,17,3,4-2,-79.98875651,40.42699916
0003L00217000000,0 S 9TH ST,"PITTSBURGH, PA",15.25,14,Residential,South Side Flats,3,17,42003170200,3,17,3,4-2,-79.98994297,40.42699336
0003L00228000000,0 P J MCARDLE RDWY,"PITTSBURGH, PA",13.35,3,Residential,South Side Flats,3,17,42003170200,3,17,3,4-2,-79.9900151,40.42727345
0003L00229000000,98 S 9TH ST,"CRANBERRY TWP, PA",2864.36,2,Residential,South Side Flats,3,17,42003170200,3,17,3,4-2,-79.99000271,40.42732873
0003L00242000000,802 SELBY WAY,"PITTSBURGH, PA",3539.45,0,Residential,South Side Flats,3,17,42003170200,3,17,3,4-2,-79.99069815,40.42745882
0003L00296000000,930 E CARSON ST,"PITTSBURGH, PA",50977.88,0,Commercial,South Side Flats,3,17,42003170200,3,17,3,4-2,-79.98917979,40.42831344
0003L00300000000,0 PRETENSE WAY,"YORK, PA",5.73,4,Residential,South Side Flats,3,17,42003170200,3,17,3,4-2,-79.98888555,40.4267157
0003M00029000000,119 S 15TH ST,"PITTSBURGH, PA",855.81,0,Commercial,South Side Flats,3,17,42003170200,3,17,3,4-24,-79.98328568,40.42744835
0003M00039000000,119 S 15TH ST,"PITTSBURGH, PA",6385.1,0,Commercial,South Side Flats,3,17,42003170200,3,17,3,4-24,-79.98329406,40.42723171
0003M00045000000,142 S 16TH ST,"PITTSBURGH, PA",2954.32,0,Commercial,South Side Flats,3,17,42003170200,3,17,3,4-24,-79.98306633,40.42714199
0003M00050000000,0 S 15TH ST,"PITTSBURGH, PA",547.03,0,Commercial,South Side Flats,3,17,42003170200,3,17,3,4-24,-79.98329978,40.427067
0003M00112000000,1403 SARAH ST,"SANTA MONICA, CA",2382.52,0,Residential,South Side Flats,3,17,42003170200,3,17,3,4-24,-79.98388468,40.42776419
0003M00113000000,1405 SARAH ST,"SANTA MONICA, CA",1669.32,0,Residential,South Side Flats,3,17,42003170200,3,17,3,4-24,-79.98380836,40.4277646
0003M00118000000,114 S 15TH ST,"MURRYSVILLE, PA",1587.17,0,Residential,South Side Flats,3,17,42003170200,3,17,3,4-24,-79.98366147,40.42744954
0003M00119030300,120 S 15TH ST UNIT 303,"PITTSBURGH, PA",3206.92,0,Residential,South Side Flats,3,17,42003170200,3,17,3,4-24,-79.98365603,40.42723817
0003M00157000000,1315 BREED ST,"PITTSBURGH, PA",1358.63,0,Residential,South Side Flats,3,17,42003170200,3,17,3,4-24,-79.98456455,40.42611025
0003M00167000000,104 S 14TH ST,"RENFREW, PA",752.24,0,Residential,South Side Flats,3,17,42003170200,3,17,3,4-24,-79.98427406,40.42658971
0003M00203000000,1315 SARAH ST,"MURRYSVILLE, PA",1715.42,0,Residential,South Side Flats,3,17,42003170200,3,17,3,4-24,-79.98460606,40.42777434
