pin,address,billing_city,current_delq,prior_years,state_description,neighborhood,council_district,ward,tact,public_works_division,pli_division,police_zone,fire_zone,longitude,latitude
0012K00057000000,2130 CAREY WAY,"COPPELL, TX",3528.02,0,Commercial,South Side Flats,3,16,42003160900,3,16,3,4-24,-79.97510119,40.42784452
0012K00058000000,2128 CAREY WAY,"COPPELL, TX",3802.48,0,Residential,South Side Flats,3,16,42003160900,3,16,3,4-24,-79.97519516,40.42784764
0012K00063000000,2119 SARAH ST,"PITTSBURGH, PA",5163.37,1,Commercial,South Side Flats,3,16,42003160900,3,16,3,4-24,-79.9754044,40.42772957
0012K00064000000,0 SARAH ST,"MONROEVILLE, PA",205.85,0,Residential,NA,,,,,,,,,
0012K00065000000,2122 CAREY WAY,"PITTSBURGH, PA",3669.06,0,Residential,South Side Flats,3,16,42003160900,3,16,3,4-24,-79.97538783,40.42789389
0012K00068000000,2116 CAREY WAY,"MONROEVILLE, PA",6722.48,0,Residential,South Side Flats,3,16,42003160900,3,16,3,4-24,-79.97559295,40.42778895
0012K00085000000,2027 SARAH ST,"CRANBERRY TWP, PA",7635.44,0,Commercial,South Side Flats,3,17,42003170200,3,17,3,4-24,-79.97656568,40.42776512
0012K00089000000,2020 CAREY WAY,"COPPELL, TX",2790.39,0,Residential,South Side Flats,3,17,42003170200,3,17,3,4-24,-79.97685031,40.42795947
0012K00099000000,2008 CAREY WAY,"PITTSBURGH, PA",415.06,0,Residential,South Side Flats,3,17,42003170200,3,17,3,4-24,-79.97729734,40.4279783
0012K00145000000,2012 SARAH ST,"POMONA, CA",2191.92,0,Residential,South Side Flats,3,17,42003170200,3,17,3,4-24,-79.9771528,40.42744877
0012K00150000000,2024 SARAH ST,"PITTSBURGH, PA",7059.83,3,Commercial,South Side Flats,3,17,42003170200,3,17,3,4-24,-79.97673242,40.42736669
0012K00152000000,2028 SARAH ST,"PITTSBURGH, PA",1359.92,0,Residential,South Side Flats,3,17,42003170200,3,17,3,4-24,-79.97659988,40.42743897
0012K00175000000,2125 LARKINS WAY,"PITTSBURGH, PA",591.48,0,Residential,South Side Flats,3,16,42003160900,3,16,3,4-24,-79.97525087,40.42720045
0012K00178000300,2132 SARAH ST UNIT 3,"PITTSBURGH, PA",9692.02,0,Residential,NA,,,,,,,,,
0012K00178000400,2132 SARAH ST UNIT 4,"PITTSBURGH, PA",11131.04,0,Residential,NA,,,,,,,,,
0012K00223000000,128 S 21ST ST,"PITTSBURGH, PA",2090.52,1,Residential,South Side Flats,3,17,42003170200,3,17,3,4-24,-79.97670158,40.42699674
0012K00245000000,2007 JANE ST,"PITTSBURGH, PA",2363.44,0,Residential,South Side Flats,3,17,42003170200,3,17,3,4-24,-79.97743486,40.42692705
0012K00260000000,1924 LARKINS WAY,"BRECKSVILLE, OH",1785.57,1,Residential,South Side Flats,3,17,42003170200,3,17,3,4-24,-79.97831455,40.42713892
0012K00276000000,1924 JANE ST,"PITTSBURGH, PA",788.62,0,Residential,South Side Flats,3,17,42003170200,3,17,3,4-24,-79.9782278,40.42663448
0012K00286000000,142 S 20TH ST,"PITTSBURGH, PA",1428.57,0,Commercial,South Side Flats,3,17,42003170200,3,17,3,4-24,-79.97802296,40.42651587
0012K00289000000,136 S 20TH ST,"PITTSBURGH, PA",3272.82,6,Commercial,South Side Flats,3,17,42003170200,3,17,3,4-24,-79.97800815,40.42667934
0012K00368000000,1924 HARCUM WAY,"PITTSBURGH, PA",4471.5,0,Residential,South Side Flats,3,17,42003170200,3,17,3,4-24,-79.97825615,40.42624386
0012K00375000000,1923 MARY ST,"POMONA, CA",417.1,0,Residential,South Side Flats,3,17,42003170200,3,17,3,4-24,-79.97839515,40.42608992
0012L00009000000,2210 E CARSON ST,"PITTSBURGH, PA",3941.63,0,Commercial,South Side Flats,3,16,42003160900,3,16,3,4-24,-79.97407866,40.42818302
0012L00015000000,2224 E CARSON ST,"PITTSBURGH, PA",6671.02,2,Commercial,South Side Flats,3,16,42003160900,3,16,3,4-24,-79.9735563,40.42807891
0012L00016000000,2226 E CARSON ST,"PITTSBURGH, PA",2052.77,2,Commercial,South Side Flats,3,16,42003160900,3,16,3,4-24,-79.97346963,40.42807012
0012L00017000000,2228 E CARSON ST,"PITTSBURGH, PA",9434.72,2,Commercial,South Side Flats,3,16,42003160900,3,16,3,4-24,-79.973384,40.42806789
0012L00044000000,2226 SARAH ST,"PITTSBURGH, PA",2622.68,0,Commercial,South Side Flats,3,16,42003160900,3,16,3,4-24,-79.9736395,40.42726011
0012L00055000000,2210 SARAH ST,"POMONA, CA",3447.97,0,Residential,South Side Flats,3,16,42003160900,3,16,3,4-24,-79.9742443,40.42729295
0012L00056000000,2211 LARKINS WAY,"PITTSBURGH, PA",1620.1,5,Residential,South Side Flats,3,16,42003160900,3,16,3,4-24,-79.9742721,40.42712871
0012L00068000000,2215 JANE ST,"PITTSBURGH, PA",4000,0,Residential,South Side Flats,3,16,42003160900,3,16,3,4-24,-79.9740537,40.42681315
0012L00084000000,2216 JANE ST,"PITTSBURGH, PA",2824.69,14,Industrial,South Side Flats,3,16,42003160900,3,16,3,4-24,-79.97410855,40.42631626
0012L00086000000,2220 JANE ST,"PITTSBURGH, PA",1707.44,2,Residential,South Side Flats,3,16,42003160900,3,16,3,4-24,-79.97396252,40.4263106
0012L00120000000,134 S 24TH ST,"PITTSBURGH, PA",2466.39,2,Residential,South Side Flats,3,16,42003160900,3,16,3,4-24,-79.97194299,40.42628163
0012L00127000400,125 S 23RD ST,"PITTSBURGH, PA",72.43,1,Residential,South Side Flats,3,16,42003160900,3,16,3,4-24,-79.97282175,40.42681466
0012L00136000000,2316 LARKINS WAY,"PITTSBURGH, PA",1442.49,7,Residential,South Side Flats,3,16,42003160900,3,16,3,4-24,-79.97246688,40.42680747
0012L00142000000,2323 JANE ST,"PITTSBURGH, PA",1928.53,0,Residential,South Side Flats,3,16,42003160900,3,16,3,4-24,-79.9722714,40.42661511
0012L00152000000,128 S 24TH ST,"PITTSBURGH, PA",1078.46,0,Residential,South Side Flats,3,16,42003160900,3,16,3,4-24,-79.97183246,40.42657182
0012L00159000000,2339 LARKINS WAY,"COPPELL, TX",1734.1,0,Residential,South Side Flats,3,16,42003160900,3,16,3,4-24,-79.97171329,40.42699064
0012L00186000000,2308 SARAH ST,"PITTSBURGH, PA",473.78,0,Residential,South Side Flats,3,16,42003160900,3,16,3,4-24,-79.97272021,40.42722219
0012L00219000000,100 S 24TH ST,"PITTSBURGH, PA",1713.5,0,Residential,South Side Flats,3,16,42003160900,3,16,3,4-24,-79.9715725,40.42759489
0012L00229000000,2312 E CARSON ST,"PITTSBURGH, PA",2853.29,1,Commercial,South Side Flats,3,16,42003160900,3,16,3,4-24,-79.97241746,40.42800217
0012L00272000000,2406 CAREY WAY,"PITTSBURGH, PA",1334.22,0,Residential,South Side Flats,3,16,42003160900,3,16,3,4-24,-79.97080688,40.42748226
0012L00275000000,2415 SARAH ST,"COPPELL, TX",3215.44,0,Commercial,South Side Flats,3,16,42003160900,3,16,3,4-24,-79.97064538,40.42726768
0012L00276000000,2417 SARAH ST,"PITTSBURGH, PA",2851.4,1,Residential,South Side Flats,3,16,42003160900,3,16,3,4-24,-79.97058211,40.42724896
0012L00279000000,2421 SARAH ST,"MURRYSVILLE, PA",2392.91,0,Residential,South Side Flats,3,16,42003160900,3,16,3,4-24,-79.97031695,40.42715594
0012L00316000000,2410 LARKINS WAY,"PITTSBURGH, PA",1276.66,0,Residential,South Side Flats,3,16,42003160900,3,16,3,4-24,-79.9710906,40.42660725
0012L00330000100,139 S 24TH ST,"PITTSBURGH, PA",1591.83,0,Residential,South Side Flats,3,16,42003160900,3,16,3,4-24,-79.97156169,40.42604349
0012L00338000000,2416 JANE ST,"PITTSBURGH, PA",2100.05,5,Residential,South Side Flats,3,16,42003160900,3,16,3,4-24,-79.97109622,40.42608673
0012M00012000000,2422 E CARSON ST,"PITTSBURGH, PA",969.52,0,Residential,South Side Flats,3,16,42003160900,3,16,3,4-24,-79.97021768,40.42770359
0012M00013000000,2424 E CARSON ST,"PITTSBURGH, PA",9766.34,0,Commercial,South Side Flats,3,16,42003160900,3,16,3,4-24,-79.9701131,40.42763063
0012M00025000000,2512 E CARSON ST,"BETHEL PARK, PA",7040.76,0,Commercial,South Side Flats,3,16,42003160900,3,16,3,4-24,-79.96925109,40.4274454
0012M00026000000,2512 E CARSON ST,"BETHEL PARK, PA",123.9,0,Commercial,South Side Flats,3,16,42003160900,3,16,3,4-24,-79.96916413,40.42746075
0012M00032000000,0 E CARSON ST,"NEW YORK, NY",3129.35,1,Commercial,South Side Flats,3,16,42003160900,3,16,3,4-24,-79.96879829,40.42726657
0012M00108000000,80 S 26TH ST,"BETHEL PARK, PA",1943.78,3,Residential,South Side Flats,3,16,42003160900,3,16,3,4-24,-79.96880369,40.42695724
0012M00114000000,2528 CAREY WAY,"POMONA, CA",2649.36,0,Residential,South Side Flats,3,16,42003160900,3,16,3,4-24,-79.96896352,40.42697606
0012M00118000000,2523 SARAH ST,"PITTSBURGH, PA",3712.55,2,Residential,South Side Flats,3,16,42003160900,3,16,3,4-24,-79.96921,40.42695961
0012M00126000000,2515 SARAH ST,"PITTSBURGH, PA",205.85,7,Residential,South Side Flats,3,16,42003160900,3,16,3,4-24,-79.9695858,40.42697969
0012M00140000000,92 S 25TH ST,"INCLINE VILLAGE, NV",434.57,0,Residential,South Side Flats,3,16,42003160900,3,16,3,4-24,-79.97024417,40.42731362
0012M00150000000,2508 SARAH ST,"MONROEVILLE, PA",3661.44,2,Residential,South Side Flats,3,16,42003160900,3,16,3,4-24,-79.96988707,40.42669636
0012M00162000000,0 SARAH ST,"PITTSBURGH, PA",3.81,18,Residential,South Side Flats,3,16,42003160900,3,16,3,4-24,-79.96921477,40.42635374
0012M00176000000,2610 SARAH ST,"PITTSBURGH, PA",3402.22,0,Residential,South Side Flats,3,16,42003160900,3,16,3,4-24,-79.9683001,40.42627114
0012N00011000000,184 S 17TH ST,"POMONA, CA",1906.02,0,Residential,South Side Flats,3,17,42003170200,3,17,3,4-24,-79.98253645,40.42591557
0012N00023000000,1707 EDWARDS WAY,"BUTLER, PA",3846.31,0,Residential,South Side Flats,3,17,42003170200,3,17,3,4-24,-79.98197247,40.42579645
0012N00053000000,159 S 18TH ST,"POMONA, CA",2548.33,0,Residential,South Side Flats,3,17,42003170200,3,17,3,4-24,-79.98063876,40.42582867
0012N00103000000,165 PIUS ST,"MONROEVILLE, PA",1259.88,1,Residential,South Side Slopes,3,17,42003170600,3,17,3,4-3,-79.97877857,40.42427161
0012N00114000A00,143 PIUS ST,"ATLANTA, GA",2458.74,0,Residential,South Side Slopes,3,17,42003170600,3,17,3,4-3,-79.9795525,40.42443581
0012N00158000000,75 PIUS ST,"CARNEGIE, PA",1606.77,1,Residential,South Side Slopes,3,17,42003170600,3,17,3,4-3,-79.98202006,40.42469541
0012N00160000000,71 PIUS ST,"CARNEGIE, PA",1101.67,1,Residential,South Side Slopes,3,17,42003170600,3,17,3,4-3,-79.98213029,40.42470057
0012N0018000B100,66 PIUS ST UNIT L101,"PITTSBURGH, PA",63.55,0,Residential,South Side Slopes,3,17,42003170600,3,17,3,4-3,-79.98246984,40.42431624
0012N00182000000,344 HACKSTOWN ST,"PITTSBURGH, PA",2142.34,2,Commercial,South Side Slopes,3,17,42003170600,3,17,3,4-3,-79.98235963,40.42367757
0012N00188000000,90 PIUS ST,"PITTSBURGH, PA",1511.46,0,Residential,South Side Slopes,3,17,42003170600,3,17,3,4-3,-79.98157943,40.42429663
0012N00195000000,104 PIUS ST,"PITTSBURGH, PA",1389.48,0,Residential,South Side Slopes,3,17,42003170600,3,17,3,4-3,-79.98102881,40.42427158
0012N00213000000,140 PIUS ST,"PITTSBURGH, PA",2374.87,5,Residential,South Side Slopes,3,17,42003170600,3,17,3,4-3,-79.97978185,40.42415814
0012N00232000000,168 PIUS ST,"COPPELL, TX",1610.58,0,Residential,South Side Slopes,3,17,42003170600,3,17,3,4-3,-79.97878315,40.42398477
0012N00237000000,68 GREGORY ST,"ALLEN, TX",1681.09,0,Residential,South Side Slopes,3,17,42003170600,3,17,3,4-3,-79.97914428,40.42367204
0012N00242000000,58 GREGORY ST,"PITTSBURGH, PA",1646.78,1,Residential,South Side Slopes,3,17,42003170600,3,17,3,4-3,-79.97942049,40.42374307
0012N00243000000,56 GREGORY ST,"PITTSBURGH, PA",1574.35,1,Residential,South Side Slopes,3,17,42003170600,3,17,3,4-3,-79.97948564,40.42375739
0012N00250000000,42 GREGORY ST,"PITTSBURGH, PA",203.95,9,Residential,South Side Slopes,3,17,42003170600,3,17,3,4-3,-79.97999298,40.42386475
0012N00270000000,10 GREGORY ST,"PITTSBURGH, PA",642.59,3,Residential,South Side Slopes,3,17,42003170600,3,17,3,4-3,-79.98143529,40.42394375
0012N00297000001,36 MAGDALENE ST,"POMONA, CA",1614.39,0,Residential,South Side Slopes,3,17,42003170600,3,17,3,4-3,-79.98038064,40.42359139
0012N00350000001,1815 S 18TH ST,"PITTSBURGH, PA",2874.27,0,Commercial,South Side Slopes,3,17,42003170600,3,17,3,4-24,-79.97873474,40.4250454
0012P00071000600,1938 JOSEPHINE ST,"SAMMAMISH, WA",3621.4,0,Residential,South Side Slopes,3,17,42003170600,3,17,3,4-24,-79.97845584,40.42478689
0012P00072000000,2010 JOSEPHINE ST,"PITTSBURGH, PA",5889.54,0,Commercial,South Side Slopes,3,17,42003170600,3,17,3,4-24,-79.97775093,40.42477567
0012R00070010200,2250 MARY ST UNIT 102,"PITTSBURGH, PA",3539.09,4,Residential,South Side Flats,3,16,42003160900,3,16,3,4-24,-79.97462613,40.42557808
0012R00070011400,2250 MARY ST UNIT 114,"PITTSBURGH, PA",3907.3,0,Residential,South Side Flats,3,16,42003160900,3,16,3,4-24,-79.97437281,40.42551505
0012R00070031800,2250 MARY ST UNIT 318,"PITTSBURGH, PA",4235.13,1,Residential,South Side Flats,3,16,42003160900,3,16,3,4-24,-79.97404805,40.42529848
0012R00097000000,2528 JOSEPHINE ST,"PITTSBURGH, PA",576.78,0,Residential,South Side Slopes,3,16,42003160800,3,16,3,4-24,-79.97032678,40.42392378
0012R00111000000,2524 JOSEPHINE ST,"PITTSBURGH, PA",1791.64,0,Residential,South Side Slopes,3,16,42003160800,3,16,3,4-24,-79.97055125,40.42405798
0012R00114000000,2518 JOSEPHINE ST,"PITTSBURGH, PA",832.57,0,Residential,South Side Slopes,3,16,42003160800,3,16,3,4-24,-79.97077552,40.42412112
0012R00145000000,2505 LETICOE ST,"PITTSBURGH, PA",1148.97,0,Residential,South Side Slopes,3,16,42003160800,3,16,3,4-24,-79.97148369,40.42370495
0012R00146000000,2505 LETICOE ST,"PITTSBURGH, PA",240.16,0,Residential,South Side Slopes,3,16,42003160800,3,16,3,4-24,-79.97153114,40.42375787
0012R00160000000,0 ELEANOR ST,",",9.54,18,Residential,South Side Slopes,3,16,42003160800,3,16,3,4-24,-79.9721878,40.42392402
0012R00166000000,32 ELEANOR ST,"NEW YORK, NY",634.71,0,Residential,South Side Slopes,3,16,42003160800,3,16,3,4-24,-79.97273463,40.42375992
0012S00088000000,2705 JANE ST,"PITTSBURGH, PA",1115.02,5,Residential,South Side Flats,3,16,42003160900,3,16,3,4-24,-79.96754148,40.42541202
0012S00121000000,0 LARKINS WAY,"PITTSBURGH, PA",7.62,18,Residential,South Side Flats,3,16,42003160900,3,16,3,4-24,-79.96640527,40.42476617
0012S00158000000,61 S 27TH ST,"ALLISON PARK, PA",4006.41,0,Residential,South Side Flats,3,16,42003160900,3,16,3,4-24,-79.96793961,40.42482194
0012S00184000000,2823 EDWARDS WAY,"PITTSBURGH, PA",1334.22,0,Residential,South Side Slopes,3,16,42003160800,3,16,3,4-24,-79.96749581,40.4236443
0012S00210000A00,2808 EDWARDS WAY,"COPPELL, TX",21.46,0,Residential,South Side Slopes,3,16,42003160800,3,16,3,4-24,-79.96814971,40.42380867
0012S00230000000,0 MCCORD ST,"PITTSBURGH, PA",7.62,18,Residential,South Side Slopes,3,16,42003160800,3,16,3,4-24,-79.96953286,40.42362353
0012S00308000000,2516 JANE ST,"PITTSBURGH, PA",25873.96,2,Industrial,South Side Flats,3,16,42003160900,3,16,3,4-24,-79.96986304,40.42566847
0013A00027000000,17 SAINT LEO ST,"VIRGINIA BEACH, VA",966.35,0,Residential,South Side Slopes,3,17,42003160800,3,17,3,4-3,-79.97863559,40.4222538
0013A00033000000,2024 S 18TH ST,"PITTSBURGH, PA",295.34,0,Residential,South Side Slopes,3,17,42003170600,3,17,3,4-3,-79.97901576,40.42205988
0013A00055000000,2010 GREGORY ST,"PITTSBURGH, PA",701.05,4,Residential,South Side Slopes,3,17,42003170600,3,17,3,4-3,-79.97875741,40.42358008
0013A00102000000,2312 S 18TH ST,"PITTSBURGH, PA",1829.78,0,Commercial,South Side Slopes,3,17,42003170600,3,17,3,4-3,-79.98054439,40.42131448
0013A00144000000,0 SAINT PAUL ST,"PITTSBURGH, PA",19.06,19,Residential,South Side Slopes,3,17,42003170600,3,17,3,4-3,-79.98106586,40.42165257
0013A00150000000,1918 SAINT PAUL ST,"PITTSBURGH, PA",1166.5,4,Residential,South Side Slopes,3,17,42003170600,3,17,3,4-3,-79.98063466,40.42169111
0013A00155000000,0 SAINT PAUL ST,",",17.16,20,Residential,South Side Slopes,3,17,42003170600,3,17,3,4-3,-79.980246,40.4218017
0013A00161000000,1927 SAINT PAUL ST,"PITTSBURGH, PA",1549.59,0,Residential,South Side Slopes,3,17,42003170600,3,17,3,4-3,-79.98022556,40.42199627
0013A00167000000,0 SAINT PAUL ST,"PITTSBURGH, PA",93.4,0,Residential,South Side Slopes,3,17,42003170600,3,17,3,4-3,-79.98066998,40.42200694
0013A00174000000,1901 SAINT PAUL ST,"PITTSBURGH, PA",1541.61,8,Residential,South Side Slopes,3,17,42003170600,3,17,3,4-3,-79.98116187,40.42201923
0013A00184000000,1900 SHAMOKIN ST,"PITTSBURGH, PA",722.77,0,Residential,South Side Slopes,3,17,42003170600,3,17,3,4-3,-79.98107049,40.42227207
0013A00196000000,1927 SAINT PAUL ST,"PITTSBURGH, PA",70.53,0,Residential,South Side Slopes,3,17,42003170600,3,17,3,4-3,-79.9801737,40.42215722
0013A00218000000,1913 SHAMOKIN ST,"NATRONA HEIGHT, PA",695.7,1,Residential,South Side Slopes,3,17,42003170600,3,17,3,4-3,-79.98048958,40.42253524
0013A00221000000,0 SHAMOKIN ST,"MC KEESPORT, PA",400.26,17,Residential,South Side Slopes,3,17,42003170600,3,17,3,4-3,-79.98043976,40.42245281
0013A00226000000,0 HURON ST,"COPPELL, TX",114.36,0,Residential,South Side Slopes,3,17,42003170600,3,17,3,4-3,-79.9808438,40.42259662
0013A00227000000,0 SHAMOKIN ST,"COPPELL, TX",53.37,0,Residential,South Side Slopes,3,17,42003170600,3,17,3,4-3,-79.98095047,40.42253542
0013A00229000000,1900 HURON ST,"COPPELL, TX",1842.75,0,Residential,South Side Slopes,3,17,42003170600,3,17,3,4-3,-79.98088898,40.42266584
0013A00233000000,1932 BALDAUF ST,"PITTSBURGH, PA",1439.04,18,Residential,South Side Slopes,3,17,42003170600,3,17,3,4-3,-79.97959815,40.42272118
0013A00242000000,1921 HURON ST,"PITTSBURGH, PA",941.56,3,Residential,South Side Slopes,3,17,42003170600,3,17,3,4-3,-79.98009351,40.42282246
0013A00254000000,1900 BALDAUF ST,"PITTSBURGH, PA",1219.84,0,Residential,South Side Slopes,3,17,42003170600,3,17,3,4-3,-79.98070549,40.42301619
0013A00267000000,1810 BALDAUF ST,"ALLEN, TX",2670.32,0,Residential,South Side Slopes,3,17,42003170600,3,17,3,4-3,-79.98178045,40.42332157
0013A00268000000,1808 BALDAUF ST,"ALLEN, TX",1042.6,0,Residential,South Side Slopes,3,17,42003170600,3,17,3,4-3,-79.98176676,40.42337676
0013A00291000000,1909 BALDAUF ST,"PITTSBURGH, PA",1126.45,4,Residential,South Side Slopes,3,17,42003170600,3,17,3,4-3,-79.98034306,40.42317002
0013A00304000000,1925 BALDAUF ST,"PITTSBURGH, PA",727.87,1,Residential,South Side Slopes,3,17,42003170600,3,17,3,4-3,-79.97976722,40.42316364
0013C00014000000,25 KOSCIUSKO WAY,"SLIPPERY ROCK, PA",1608.69,0,Residential,South Side Slopes,3,16,42003160800,3,16,3,4-24,-79.97053175,40.42333358
0013C00018000000,0 BARRY ST,"PITTSBURGH, PA",91.49,0,Residential,South Side Slopes,3,16,42003160800,3,16,3,4-24,-79.97033225,40.4231526
0013C00028000000,2526 LETICOE ST,"PITTSBURGH, PA",400.04,1,Residential,South Side Slopes,3,16,42003160800,3,16,3,4-24,-79.97095365,40.42305308
0013C00050000000,2400 LETICOE ST,"PITTSBURGH, PA",3648.1,1,Residential,South Side Slopes,3,16,42003160800,3,16,3,4-24,-79.97249465,40.42349723
0013C00052000000,2401 MISSION ST,"PITTSBURGH, PA",474.78,0,Residential,South Side Slopes,3,16,42003160800,3,16,3,4-22,-79.9724974,40.42323392
0013C00081000000,78 BARRY ST,"PITTSBURGH, PA",362.16,0,Residential,South Side Slopes,3,16,42003160800,3,16,3,4-24,-79.97047381,40.42285824
0013C00105000000,2522 MISSION ST,"PITTSBURGH, PA",895.84,0,Residential,South Side Slopes,3,16,42003160800,3,16,3,4-22,-79.971336,40.42257028
0013C00138000000,0 HOLT ST,"PITTSBURGH, PA",22.87,3,Residential,South Side Slopes,3,16,42003160800,3,16,3,4-22,-79.97204557,40.42235841
0013C00176000000,70 HOLT ST,"PITTSBURGH, PA",960.26,0,Residential,South Side Slopes,3,16,42003160800,3,16,3,4-22,-79.97125218,40.42192472
0013C00192000000,0 HOLT ST,"PITTSBURGH, PA",287.82,0,Residential,South Side Slopes,3,16,42003160800,3,16,3,4-22,-79.9724791,40.42191273
0013C00238000000,2415 BURHAM ST,"PITTSBURGH, PA",1604.85,0,Residential,South Side Slopes,3,16,42003160800,3,16,3,4-22,-79.97185552,40.42138764
0013C00248000000,0 BURHAM ST,"PITTSBURGH, PA",80.05,16,Residential,South Side Slopes,3,16,42003160800,3,16,3,4-22,-79.97226967,40.42115637
0013C00249000000,2404 BURHAM ST,"PITTSBURGH, PA",876.76,11,Residential,South Side Slopes,3,16,42003160800,3,16,3,4-22,-79.9723383,40.42117532
0013C00281000000,2323 SIERRA ST,"PITTSBURGH, PA",1345.63,0,Residential,South Side Slopes,3,16,42003160800,3,16,3,4-22,-79.97276427,40.42178268
0013C00283000000,0 ELEANOR ST,",",3.81,16,Residential,South Side Slopes,3,16,42003160800,3,16,3,4-22,-79.97274546,40.42186733
0013C00305000A00,15 CAESAR WAY,"HIRAM, GA",1044.51,0,Residential,South Side Slopes,3,16,42003160800,3,16,3,4-22,-79.97323821,40.42252758
0013C00311000000,2359 HOLT ST,"PITTSBURGH, PA",1410.46,1,Residential,South Side Slopes,3,16,42003160800,3,16,3,4-22,-79.97277618,40.42226667
0013C00313000000,2375 HOLT ST,"PITTSBURGH, PA",343.08,1,Residential,South Side Slopes,3,16,42003160800,3,16,3,4-22,-79.9727533,40.42250057
0013C00365000000,47 STERLING ST,"COPPELL, TX",762.4,0,Residential,South Side Slopes,3,16,42003160800,3,16,3,4-22,-79.97403575,40.42290818
0013C00378000000,482 STERLING ST,"HONOR, MI",80.05,0,Residential,South Side Slopes,3,16,42003160800,3,16,3,4-22,-79.97423011,40.42215425
0013C00380000000,486 STERLING ST,"PITTSBURGH, PA",965.99,4,Residential,South Side Slopes,3,16,42003160800,3,16,3,4-22,-79.97413248,40.42199377
0013C00384000000,0 STERLING ST,"PITTSBURGH, PA",22.87,1,Residential,South Side Slopes,3,16,42003160800,3,16,3,4-22,-79.97421793,40.42167757
0013C00385000000,494 STERLING ST,"PITTSBURGH, PA",1143.6,1,Residential,South Side Slopes,3,16,42003160800,3,16,3,4-22,-79.97420848,40.42161007
0013D00018000000,0 MCCORD ST,"BROOKLYN, NY",468.88,3,Residential,South Side Slopes,3,16,42003160800,3,16,3,4-24,-79.96948383,40.42332369
0013D00020000000,0 MCCORD ST,"BROOKLYN, NY",182.98,3,Residential,South Side Slopes,3,16,42003160800,3,16,3,4-24,-79.96962215,40.42336215
0013D00026000000,65 BARRY ST,"ALLISON PARK, PA",994.93,2,Residential,South Side Slopes,3,16,42003160800,3,16,3,4-24,-79.96991256,40.42323564
0013D00045000000,0 STELLA ST,"PITTSBURGH, PA",91.49,3,Residential,South Side Slopes,3,16,42003160800,3,16,3,4-24,-79.96935982,40.42269764
0013D00046000000,2624 STELLA ST,"PITTSBURGH, PA",948.83,3,Residential,South Side Slopes,3,16,42003160800,3,16,3,4-24,-79.9694284,40.42271853
0013D00057000000,75 BARRY ST,"HIRAM, GA",975.89,0,Residential,South Side Slopes,3,16,42003160800,3,16,3,4-24,-79.97010297,40.42282328
0013D00084000000,2602 MISSION ST,"MONROEVILLE, PA",1196.63,0,Residential,South Side Slopes,3,16,42003160800,3,16,3,4-22,-79.96996912,40.42228764
0013D00085000000,0 MISSION ST,"MONROEVILLE, PA",68.62,0,Residential,South Side Slopes,3,16,42003160800,3,16,3,4-22,-79.97013319,40.42236129
0013D00086000000,0 BARRY ST,"PITTSBURGH, PA",13.35,8,Residential,South Side Slopes,3,16,42003160800,3,16,3,4-22,-79.97027636,40.42246006
0013D00092000000,2613 STROMBERG ST,"PITTSBURGH, PA",355.2,0,Residential,South Side Slopes,3,16,42003160800,3,16,3,4-22,-79.96989391,40.42203543
0013D00153000000,2710 MISSION ST,"BETHEL PARK, PA",1484.78,3,Residential,South Side Slopes,3,16,42003160800,3,16,3,4-22,-79.96897093,40.42197406
0013D00154000000,2709 OAKLEY WAY,"PITTSBURGH, PA",716.31,5,Residential,South Side Slopes,3,16,42003160800,3,16,3,4-22,-79.96889865,40.42193977
0013D00168000000,2731 OAKLEY WAY,"PITTSBURGH, PA",423.48,5,Residential,South Side Slopes,3,16,42003160800,3,16,3,4-22,-79.96818066,40.4215448
0013D00177000000,2753 OAKLEY WAY,"PITTSBURGH, PA",748.23,3,Residential,South Side Slopes,3,16,42003160800,3,16,3,4-22,-79.96768284,40.42140733
0013D00233000000,2718 SHELLY ST,"PITTSBURGH, PA",1297.99,0,Residential,South Side Slopes,3,16,42003160800,3,16,3,4-24,-79.96843419,40.4226027
0013D00238000C00,2716 MCCORD ST,"PITTSBURGH, PA",920.61,12,Residential,South Side Slopes,3,16,42003160800,3,16,3,4-24,-79.96830277,40.42307365
0013D00242000000,2703 SHELLY ST,"PITTSBURGH, PA",360,0,Residential,South Side Slopes,3,16,42003160800,3,16,3,4-24,-79.9686141,40.42310813
0013D00262000000,2723 MCCORD ST,"PITTSBURGH, PA",1200.78,0,Residential,South Side Slopes,3,16,42003160800,3,16,3,4-24,-79.96785914,40.42309181
0013D00303000000,2825 JOSEPHINE ST,"PITTSBURGH, PA",1585.79,2,Residential,South Side Slopes,3,16,42003160800,3,16,3,4-24,-79.96762071,40.42335006
0013D00311000000,2841 JOSEPHINE ST,"PITTSBURGH, PA",1915.18,2,Residential,South Side Slopes,3,16,42003160800,3,16,3,4-24,-79.96704932,40.42309446
0013D00328000000,2840 MARY ST,"PITTSBURGH, PA",2550.25,0,Residential,South Side Slopes,3,16,42003160800,3,16,3,4-24,-79.96684163,40.42332806
0013E00012000000,0 BEDFORD ST,"PITTSBURGH, PA",588.96,3,Commercial,South Side Slopes,3,17,42003170600,3,17,3,4-22,-79.98263797,40.42035941
0013E00013000000,1646 SAINT PATRICK ST,"PITTSBURGH, PA",1034.97,5,Residential,South Side Slopes,3,17,42003170600,3,17,3,4-22,-79.98231606,40.42023546
